,name,min_value,restaurant,max_value,mean_value
35,Veggie Pie Golden Crust Pizza,85,godfathers-pizza,123,104.0
36,All-Meat Combo Mozza-Loaded Crust Pizza,128,godfathers-pizza,142,135.0
37,Bacon Cheeseburger Mozza-Loaded Crust Pizza,126,godfathers-pizza,145,135.5
38,Cheese Mozza-Loaded Crust Pizza,98,godfathers-pizza,109,103.5
39,Combo Mozza-Loaded Crust Pizza,131,godfathers-pizza,148,139.5
40,Hawaiian Mozza-Loaded Crust Pizza,99,godfathers-pizza,130,114.5
41,Hot Stuff Mozza-Loaded Crust Pizza,126,godfathers-pizza,143,134.5
42,Humble Pie Mozza-Loaded Crust Pizza,126,godfathers-pizza,127,126.5
43,Pepperoni Mozza-Loaded Crust Pizza,105,godfathers-pizza,116,110.5
44,Super Combo Mozza-Loaded Crust Pizza,150,godfathers-pizza,170,160.0
45,Super Hawaiian Mozza-Loaded Crust Pizza,121,godfathers-pizza,136,128.5
46,Super Taco Mozza-Loaded Crust Pizza,165,godfathers-pizza,186,175.5
47,Taco Pie Mozza-Loaded Crust Pizza,151,godfathers-pizza,171,161.0
48,Veggie Pie Mozza-Loaded Crust Pizza,106,godfathers-pizza,137,121.5
49,Baby Carrots,8,godfathers-pizza,8,8.0
50,Bacon Bits,24,godfathers-pizza,24,24.0
51,Beet Slices,26,godfathers-pizza,26,26.0
52,Blue Cheese,140,godfathers-pizza,140,140.0
53,Broccoli,12,godfathers-pizza,12,12.0
54,Cauliflower,12,godfathers-pizza,12,12.0
55,Celery,15,godfathers-pizza,15,15.0
56,Chinese Dry Noodles,237,godfathers-pizza,237,237.0
57,Cottage Cheese,163,godfathers-pizza,163,163.0
58,Country Creamy Italian,120,godfathers-pizza,120,120.0
59,"Crackers, Club",74,godfathers-pizza,74,74.0
60,"Crackers, Saltines",74,godfathers-pizza,74,74.0
61,Croutons,186,godfathers-pizza,186,186.0
62,Cucumber,7,godfathers-pizza,7,7.0
63,Dill Pickles,17,godfathers-pizza,17,17.0
64,Eggs,106,godfathers-pizza,106,106.0
65,Fat Free Italian,30,godfathers-pizza,30,30.0
66,Fat Free Ranch,25,godfathers-pizza,25,25.0
67,French,130,godfathers-pizza,130,130.0
68,Garbanzo/ Chick Peas Beans,143,godfathers-pizza,143,143.0
69,Green Peppers,8,godfathers-pizza,8,8.0
70,Honey Mustard,130,godfathers-pizza,130,130.0
71,Kidney Beans,110,godfathers-pizza,110,110.0
72,Mozzarella Cheese,168,godfathers-pizza,168,168.0
73,Mushrooms,4,godfathers-pizza,4,4.0
74,Onions,15,godfathers-pizza,15,15.0
75,Original Ranch,100,godfathers-pizza,100,100.0
76,Peaches,171,godfathers-pizza,171,171.0
77,Pears,258,godfathers-pizza,258,258.0
78,Pineapple Tidbits,108,godfathers-pizza,108,108.0
79,Pudding,153,godfathers-pizza,153,153.0
80,Radishes,5,godfathers-pizza,5,5.0
81,Raisins,151,godfathers-pizza,151,151.0
82,Salad Mix,8,godfathers-pizza,8,8.0
83,Shredded Carrots,8,godfathers-pizza,8,8.0
84,Sunflower Seeds,93,godfathers-pizza,93,93.0
85,Thousand Island,130,godfathers-pizza,130,130.0
86,Tomatoes,11,godfathers-pizza,11,11.0
87,Zucchini,3,godfathers-pizza,3,3.0
88,Apple Streusel,150,godfathers-pizza,230,190.0
89,Big Cookie,190,godfathers-pizza,190,190.0
90,Breadsticks,110,godfathers-pizza,140,125.0
91,Calzone,705,godfathers-pizza,830,767.5
92,Cheesesticks,130,godfathers-pizza,220,175.0
93,Cherry Streusel,150,godfathers-pizza,230,190.0
94,Chicken Wings,160,godfathers-pizza,180,170.0
95,Cinnamon Streusel,160,godfathers-pizza,260,210.0
96,Garlic Toast,150,godfathers-pizza,210,180.0
97,Monkey Bread,115,godfathers-pizza,139,127.0
98,Potato Wedges,173,godfathers-pizza,173,173.0
99,Baja Taco Pizza,98,godfathers-pizza,102,100.0
100,Mediterranean Veggie Pizza,92,godfathers-pizza,98,95.0
101,Pesto Chicken Artichoke Pizza,93,godfathers-pizza,94,93.5
102,Pesto Chicken Spinach Pizza,88,godfathers-pizza,98,93.0
103,Pizza Rustica,92,godfathers-pizza,96,94.0
104,Sicilian Veggie Pizza,91,godfathers-pizza,95,93.0
105,All-Meat Combo Thin Crust Pizza,92,godfathers-pizza,104,98.0
106,Bacon Cheeseburger Thin Crust Pizza,95,godfathers-pizza,106,100.5
107,Cheese Thin Crust Pizza,58,godfathers-pizza,69,63.5
108,Combo Thin Crust Pizza,92,godfathers-pizza,109,100.5
109,Hawaiian Thin Crust Pizza,78,godfathers-pizza,101,89.5
110,Hot Stuff Thin Crust Pizza,92,godfathers-pizza,103,97.5
111,Humble Pie Thin Crust Pizza,88,godfathers-pizza,104,96.0
112,Pepperoni Thin Crust Pizza,66,godfathers-pizza,77,71.5
113,Super Combo Thin Crust Pizza,116,godfathers-pizza,133,124.5
114,Super Hawaiian Thin Crust Pizza,90,godfathers-pizza,100,95.0
115,Super Taco Thin Crust Pizza,131,godfathers-pizza,147,139.0
116,Taco Pie Thin Crust Pizza,112,godfathers-pizza,132,122.0
117,Veggie Pie Thin Crust Pizza,82,godfathers-pizza,98,90.0
0,1/3 LB Low Carb Thickburger,470,hardees,470,470.0
1,2/3 LB Double Thickburger,1150,hardees,1150,1150.0
2,2/3 LB Monster Thickburger,1290,hardees,1290,1290.0
3,Bacon Cheese Thickburger,840,hardees,980,910.0
4,Beer Cheese Bacon Burger,710,hardees,710,710.0
5,Beyond Thickburger,840,hardees,840,840.0
6,BFC Angus Thickburger,1060,hardees,1060,1060.0
7,Big Chicken Fillet Sandwich,800,hardees,800,800.0
8,Big Hot Ham 'N' Cheese,450,hardees,450,450.0
9,Big Roast Beef,450,hardees,450,450.0
10,Charbroiled BBQ Chicken Sandwich,380,hardees,380,380.0
11,Charbroiled Chicken Club Sandwich,610,hardees,610,610.0
12,Charbroiled Slider,220,hardees,340,280.0
13,Cheeseburger Thickburger,620,hardees,780,700.0
14,Double Cheeseburger,480,hardees,480,480.0
15,Frisco Thickburger,930,hardees,960,945.0
16,Hand Breaded Chicken Tenders,260,hardees,440,350.0
17,Hot Ham 'N' Cheese,280,hardees,280,280.0
18,Jalapeno Double Cheeseburger,510,hardees,510,510.0
19,Jumbo Chili Dog,380,hardees,380,380.0
20,Kids Meal - Cheeseburger,560,hardees,560,560.0
21,Kids Meal - Chicken Tenders,380,hardees,380,380.0
22,Kids Meal - Hamburger,510,hardees,510,510.0
23,Little Thick Cheeseburger,430,hardees,430,430.0
24,Little Thickburger,570,hardees,570,570.0
25,Low Carb Charbroiled Chicken Club Sandwich,340,hardees,340,340.0
26,Mushroom & Swiss Thickburger,650,hardees,820,735.0
27,Original Thickburger,860,hardees,960,910.0
28,Regular Roast Beef Sandwich,300,hardees,300,300.0
29,Small Cheeseburger,350,hardees,350,350.0
30,Small Hamburger,310,hardees,310,310.0
31,Spicy Chicken Sandwich,440,hardees,440,440.0
32,"Bacon, Egg & Cheese Biscuit",400,hardees,400,400.0
33,Beyond Breakfast Sausage Biscuit,530,hardees,530,530.0
34,Biscuit 'N' Gravy,410,hardees,410,410.0
35,Chicken Fillet Biscuit,500,hardees,500,500.0
36,Cinnamon 'N' Raisin Biscuit,300,hardees,300,300.0
37,Country Fried Steak Biscuit,470,hardees,470,470.0
38,Country Ham Biscuit,300,hardees,300,300.0
39,Frisco Breakfast Sandwich,430,hardees,430,430.0
40,"Ham, Egg & Cheese Biscuit",400,hardees,400,400.0
41,Hardee Breakfast Platter - Bacon,750,hardees,750,750.0
42,Jelly Biscuit,390,hardees,390,390.0
43,Loaded Breakfast Burrito,770,hardees,770,770.0
44,Loaded Omelet Biscuit,490,hardees,490,490.0
45,Low Carb Breakfast Bowl,650,hardees,650,650.0
46,Made from Scratch Biscuit,260,hardees,260,260.0
47,Monster Biscuit,640,hardees,640,640.0
48,Sausage & Egg Biscuit,470,hardees,470,470.0
49,Sausage Biscuit,410,hardees,410,410.0
50,Sunrise Croissant with Ham,430,hardees,430,430.0
51,Froot Loops Mini Donuts,320,hardees,320,320.0
52,Grits,110,hardees,110,110.0
53,Hash Rounds,250,hardees,530,390.0
54,Apple Turnover,270,hardees,270,270.0
55,Chocolate Chip Cookie,290,hardees,290,290.0
56,Chocolate Chip Cookie - Fresh Baked,290,hardees,290,290.0
57,Hand-Scooped Ice Cream Malt,780,hardees,780,780.0
58,Hand-Scooped Ice Cream Shake,705,hardees,705,705.0
59,Jolly Rancher Milkshake,810,hardees,810,810.0
60,Peach Cobbler,285,hardees,285,285.0
61,Single Scoop Ice Cream Bowl,235,hardees,235,235.0
62,Single Scoop Ice Cream Cone,285,hardees,285,285.0
63,Beer Battered Onion Rings,410,hardees,410,410.0
64,Cole Slaw,170,hardees,170,170.0
65,Crispy Curls,340,hardees,480,410.0
66,Green Beans,60,hardees,60,60.0
67,Mashed Potatoes,90,hardees,90,90.0
68,Natural-Cut French Fries,200,hardees,470,335.0
69,Side Salad (no dressing),120,hardees,120,120.0
0,Cheeseburger,330,in-n-out-burger,480,405.0
1,Double-Double,520,in-n-out-burger,670,595.0
2,Hamburger,240,in-n-out-burger,390,315.0
3,7UP,200,in-n-out-burger,200,200.0
4,Coca-Cola,195,in-n-out-burger,195,195.0
5,Coffee,5,in-n-out-burger,5,5.0
6,Diet Coke,0,in-n-out-burger,0,0.0
7,Dr Pepper,200,in-n-out-burger,200,200.0
8,Iced Tea,0,in-n-out-burger,0,0.0
9,Lemonade,179,in-n-out-burger,179,179.0
10,Milk,180,in-n-out-burger,180,180.0
11,Minute Maid Light Lemonade,8,in-n-out-burger,8,8.0
12,Root Beer,219,in-n-out-burger,219,219.0
13,French Fries,395,in-n-out-burger,395,395.0
14,Chocolate Shake,590,in-n-out-burger,590,590.0
15,Strawberry Shake,590,in-n-out-burger,590,590.0
16,Vanilla Shake,580,in-n-out-burger,580,580.0
0,Asian Fried Chicken Food Truck Sandwich,660,jack-in-the-box,660,660.0
1,Bacon & Swiss Buttery Jack™,890,jack-in-the-box,890,890.0
2,Bacon Ultimate Cheeseburger™,910,jack-in-the-box,910,910.0
3,Big Cheeseburger,560,jack-in-the-box,560,560.0
4,Cheeseburger,320,jack-in-the-box,320,320.0
5,Cholula Buttery Jack,770,jack-in-the-box,770,770.0
6,Classic Buttery Jack™,820,jack-in-the-box,820,820.0
7,Double Jack,830,jack-in-the-box,830,830.0
8,Hamburger,280,jack-in-the-box,280,280.0
9,Jack's Brewhouse Bacon Burger,804,jack-in-the-box,804,804.0
10,Jr. Bacon Cheeseburger,390,jack-in-the-box,390,390.0
11,Jr. Jack,320,jack-in-the-box,370,345.0
12,Jumbo Jack®,490,jack-in-the-box,570,530.0
13,Pannido Sandwich,580,jack-in-the-box,690,635.0
14,Pork Belly BLT Food Truck Sandwich,630,jack-in-the-box,630,630.0
15,Portobello Mushroom Buttery Jack,807,jack-in-the-box,807,807.0
16,Prime Rib Cheesesteak Food Truck Sandwich,680,jack-in-the-box,680,680.0
17,Quad Bonus Jack,850,jack-in-the-box,850,850.0
18,Ribeye Burger,640,jack-in-the-box,670,655.0
19,Sourdough Jack®,660,jack-in-the-box,660,660.0
20,Spicy Nacho Chicken Sandwich,750,jack-in-the-box,750,750.0
21,Spicy Sriracha Burger,680,jack-in-the-box,680,680.0
22,Tiny Tacos,350,jack-in-the-box,350,350.0
23,Triple Bacon Buttery Jack,902,jack-in-the-box,902,902.0
24,Triple Bonus Jack,700,jack-in-the-box,700,700.0
25,Ultimate Cheeseburger™,820,jack-in-the-box,820,820.0
26,Bacon Breakfast Jack®,310,jack-in-the-box,310,310.0
27,"Bacon, Egg & Cheese Biscuit",430,jack-in-the-box,430,430.0
28,"Biscuit, A La Carte",260,jack-in-the-box,260,260.0
29,Breakfast Jack®,280,jack-in-the-box,280,280.0
30,Breakfast Pocket,450,jack-in-the-box,600,525.0
31,Extreme Sausage® Sandwich,660,jack-in-the-box,660,660.0
32,Grande Sausage Breakfast Burrito,1040,jack-in-the-box,1040,1040.0
33,Grilled Breakfast Sandwich,620,jack-in-the-box,620,620.0
34,Hash Brown Plank,190,jack-in-the-box,190,190.0
35,"Jumbo Breakfast Platter, Bacon",660,jack-in-the-box,660,660.0
36,"Jumbo Breakfast Platter, Sausage",750,jack-in-the-box,750,750.0
37,Loaded Breakfast Sandwich,710,jack-in-the-box,710,710.0
38,Meat Lovers Breakfast Burrito,780,jack-in-the-box,790,785.0
39,Mini Pancakes,140,jack-in-the-box,140,140.0
40,Sausage Biscuit,460,jack-in-the-box,460,460.0
41,Sausage Breakfast Jack®,440,jack-in-the-box,440,440.0
42,Sausage Croissant,570,jack-in-the-box,570,570.0
43,"Sausage, Egg & Cheese Biscuit",570,jack-in-the-box,570,570.0
44,Sourdough Breakfast Sandwich,410,jack-in-the-box,410,410.0
45,Spicy Chicken Biscuit,550,jack-in-the-box,550,550.0
46,Steak & Egg Breakfast Burrito,870,jack-in-the-box,870,870.0
47,Supreme Croissant,450,jack-in-the-box,450,450.0
48,Ultimate Breakfast Sandwich,520,jack-in-the-box,520,520.0
49,American Cheese,40,jack-in-the-box,40,40.0
50,Provolone Cheese,60,jack-in-the-box,60,60.0
51,Real Cheddar Cheese,70,jack-in-the-box,70,70.0
52,Real Swiss Cheese,70,jack-in-the-box,70,70.0
53,Swiss Style Cheese,40,jack-in-the-box,40,40.0
54,Chicken Fajita Pita,320,jack-in-the-box,330,325.0
55,Chicken Nuggets,240,jack-in-the-box,950,595.0
56,Chicken Sandwich,410,jack-in-the-box,470,440.0
57,Chicken Strips,250,jack-in-the-box,560,405.0
58,Deluxe Fish Sandwich,670,jack-in-the-box,670,670.0
59,Fish Sandwich,410,jack-in-the-box,410,410.0
60,Homestyle Ranch Chicken Club,730,jack-in-the-box,730,730.0
61,Jack's Spicy Chicken®,530,jack-in-the-box,600,565.0
62,Sourdough Grilled Chicken Club,540,jack-in-the-box,540,540.0
63,Steak Teriyaki Bowl,680,jack-in-the-box,800,740.0
64,Barbecue Dipping Sauce,40,jack-in-the-box,40,40.0
65,Buttermilk House Dipping Sauce,130,jack-in-the-box,130,130.0
66,Fire Roasted Salsa,5,jack-in-the-box,5,5.0
67,Frank's® RedHot® Buffalo Dipping Sauce,10,jack-in-the-box,10,10.0
68,Honey Mustard Dipping Sauce,60,jack-in-the-box,60,60.0
69,Log Cabin® Syrup,190,jack-in-the-box,190,190.0
70,Sweet & Sour Dipping Sauce,45,jack-in-the-box,45,45.0
71,Tartar Sauce,150,jack-in-the-box,150,150.0
72,Teriyaki Dipping Sauce,60,jack-in-the-box,60,60.0
73,Barq's® Root Beer,150,jack-in-the-box,550,350.0
74,Bottled Water,0,jack-in-the-box,0,0.0
75,Chocolate Lowfat Milk Chug,180,jack-in-the-box,180,180.0
76,Coca-Cola Classic®,140,jack-in-the-box,500,320.0
77,Diet Coke®,0,jack-in-the-box,5,2.5
78,Diet Dr Pepper®,0,jack-in-the-box,0,0.0
79,Dr Pepper®,140,jack-in-the-box,500,320.0
80,Fanta® Orange,120,jack-in-the-box,450,285.0
81,Fanta® Strawberry,120,jack-in-the-box,450,285.0
82,"Flavored Iced Tea, Mango 24 fl oz.",80,jack-in-the-box,80,80.0
83,"Flavored Iced Tea, Peach 24 fl oz.",80,jack-in-the-box,80,80.0
84,"Flavored Iced Tea, Raspberry 24 fl oz.",80,jack-in-the-box,80,80.0
85,Gold Peak® Fresh Brewed Iced Tea,0,jack-in-the-box,5,2.5
86,Hi-C® Fruit Punch,160,jack-in-the-box,580,370.0
87,Iced Coffee,160,jack-in-the-box,170,165.0
88,Kona Classic® Coffee,5,jack-in-the-box,10,7.5
89,Kona Classic® Decaf Coffee,5,jack-in-the-box,10,7.5
90,Mango Smoothie,290,jack-in-the-box,450,370.0
91,Minute Maid® Lemonade,130,jack-in-the-box,490,310.0
92,Minute Maid® Orange Juice 10 fl oz.,140,jack-in-the-box,140,140.0
93,Reduced Fat Milk Chug 2%,120,jack-in-the-box,120,120.0
94,Sprite®,130,jack-in-the-box,490,310.0
95,Strawberry Banana Smoothie,290,jack-in-the-box,440,365.0
96,Strawberry Smoothie,270,jack-in-the-box,400,335.0
97,Brunch Burger,870,jack-in-the-box,870,870.0
98,Chick-N-Tater Melt Munchie Meal,2010,jack-in-the-box,2010,2010.0
99,Exploding Cheesy Chicken Sandwich,760,jack-in-the-box,760,760.0
100,Halfsies Fries,390,jack-in-the-box,390,390.0
101,Hella-Peño Burger Munchie Meal,1810,jack-in-the-box,1810,1810.0
102,Loaded Nuggets,760,jack-in-the-box,760,760.0
103,Spicy Nacho Chicken Munchie Meal,1790,jack-in-the-box,1790,1790.0
104,Stacked Grilled Cheese Burger Munchie Meal,1890,jack-in-the-box,1890,1890.0
105,Stacked Grilled Cheese Sandwich,840,jack-in-the-box,840,840.0
106,Fire Roasted Salsa,10,jack-in-the-box,10,10.0
107,Grape Jelly,35,jack-in-the-box,35,35.0
108,Grilled Onions,10,jack-in-the-box,10,10.0
109,Hangry Chicken Hash,850,jack-in-the-box,850,850.0
110,Jack'd Jalapeno Hash,670,jack-in-the-box,670,670.0
111,Ketchup,10,jack-in-the-box,10,10.0
112,Malt Vinegar,0,jack-in-the-box,0,0.0
113,Mayonnaise,80,jack-in-the-box,80,80.0
114,Mustard,5,jack-in-the-box,5,5.0
115,Pride Margarine Spread,20,jack-in-the-box,20,20.0
116,Red Onions,5,jack-in-the-box,5,5.0
117,Sour Cream,60,jack-in-the-box,60,60.0
118,Soy Sauce,5,jack-in-the-box,5,5.0
119,Strawberry Jam,35,jack-in-the-box,35,35.0
120,Taco Sauce,0,jack-in-the-box,0,0.0
121,Wakey Bakey Hash,790,jack-in-the-box,790,790.0
122,Bacon Ranch Dressing,220,jack-in-the-box,220,220.0
123,Creamy Southwest Dressing,190,jack-in-the-box,190,190.0
124,Gourmet Seasoned Croutons,50,jack-in-the-box,50,50.0
125,Lite Ranch Dressing,130,jack-in-the-box,130,130.0
126,Low-Fat Balsamic Vinaigrette,25,jack-in-the-box,25,25.0
127,Spicy Corn Sticks,60,jack-in-the-box,60,60.0
128,Chicken Club Salad,360,jack-in-the-box,510,435.0
129,Grilled Chicken Salad,250,jack-in-the-box,250,250.0
130,Southwest Chicken Salad,350,jack-in-the-box,500,425.0
131,Chipotle Sauce (0.70 oz.),110,jack-in-the-box,110,110.0
132,Creamy Italian Sauce (0.44 oz.),70,jack-in-the-box,70,70.0
133,Creamy Ranch Sauce (0.53 oz.),80,jack-in-the-box,80,80.0
134,Ketchup (0.57 oz.),20,jack-in-the-box,20,20.0
135,Mayo-Onion Sauce (0.27 oz.),45,jack-in-the-box,45,45.0
136,Mustard (0.23 oz.),5,jack-in-the-box,5,5.0
137,Peppercorn Mayo Sauce (1.00 oz.),190,jack-in-the-box,190,190.0
138,Sun Dried Tomato Sauce (0.57 oz.),70,jack-in-the-box,70,70.0
139,Chocolate Overload™ Cake,300,jack-in-the-box,300,300.0
140,Chocolate Shake w/ Whipped Topping,800,jack-in-the-box,1150,975.0
141,Donut Holes,200,jack-in-the-box,200,200.0
142,Mini Churros,350,jack-in-the-box,690,520.0
143,New York Style Cheesecake,310,jack-in-the-box,310,310.0
144,Oreo® Cookie Shake w/ Whipped Topping,810,jack-in-the-box,1170,990.0
145,Pumpkin Spice Shake,820,jack-in-the-box,1150,985.0
146,Strawberry Shake w/ Whipped Topping,780,jack-in-the-box,1120,950.0
147,Vanilla Shake w/ Whipped Topping,700,jack-in-the-box,1000,850.0
148,Bacon Cheddar Potato Wedges,680,jack-in-the-box,680,680.0
149,Beef Taco (1 Taco),190,jack-in-the-box,190,190.0
150,Chiquita® Apple Bites with Caramel,70,jack-in-the-box,70,70.0
151,Cholula Fries,580,jack-in-the-box,580,580.0
152,Egg Roll,150,jack-in-the-box,440,295.0
153,French Fries,220,jack-in-the-box,610,415.0
154,Loaded Tiny Tacos,470,jack-in-the-box,470,470.0
155,Mozzarella Cheese Sticks,280,jack-in-the-box,560,420.0
156,Onion Rings,450,jack-in-the-box,450,450.0
157,Sauced & Loaded Fries,640,jack-in-the-box,790,715.0
158,Seasoned Curly Fries,200,jack-in-the-box,580,390.0
159,Side Salad,20,jack-in-the-box,20,20.0
160,Stuffed Jalapenos,220,jack-in-the-box,510,365.0
161,Bacon Ranch Monster Taco,340,jack-in-the-box,340,340.0
162,Chicken Teriyaki Bowl,600,jack-in-the-box,720,660.0
163,"Grilled Sandwich, Deli Trio",620,jack-in-the-box,620,620.0
164,"Grilled Sandwich, Turkey, Bacon & Cheddar",660,jack-in-the-box,660,660.0
165,Nacho Monster Taco,330,jack-in-the-box,330,330.0
166,Original Monster Taco,270,jack-in-the-box,270,270.0
0,Beach Club®,465,jimmy-johns,860,662.5
1,Big John,255,jimmy-johns,600,427.5
2,Billy Club®,445,jimmy-johns,840,642.5
3,Bootlegger Club®,315,jimmy-johns,710,512.5
4,Club Lulu®,375,jimmy-johns,770,572.5
5,Club Tuna®,655,jimmy-johns,1050,852.5
6,Country Club®,405,jimmy-johns,800,602.5
7,Gourmet Smoked Ham Club,415,jimmy-johns,810,612.5
8,Gourmet Veggie Club®,625,jimmy-johns,1020,822.5
9,Hunter's Club®,455,jimmy-johns,850,652.5
10,Italian Night Club®,589,jimmy-johns,984,786.5
11,JJ BLT,315,jimmy-johns,660,487.5
12,Little John #1,300,jimmy-johns,300,300.0
13,Little John #2,250,jimmy-johns,250,250.0
14,Little John #3,250,jimmy-johns,250,250.0
15,Little John #4,240,jimmy-johns,240,240.0
16,Little John #5,290,jimmy-johns,290,290.0
17,Little John #6,340,jimmy-johns,340,340.0
18,Pepe,345,jimmy-johns,690,517.5
19,Slim 1 Ham & Cheese,180,jimmy-johns,570,375.0
20,Slim 2 Roast Beef,90,jimmy-johns,480,285.0
21,Slim 3 Tuna salad,425,jimmy-johns,815,620.0
22,Slim 4 Turkey breast,60,jimmy-johns,450,255.0
23,"Slim 5 Salami, capicola, cheese",264,jimmy-johns,654,459.0
24,Slim 6 Double provolone,220,jimmy-johns,610,415.0
25,The Frenchie,760,jimmy-johns,760,760.0
26,The J.J. Gargantuan®,739,jimmy-johns,1134,936.5
27,Totally Tuna,435,jimmy-johns,780,607.5
28,Turkey Tom,225,jimmy-johns,570,397.5
29,Ultimate Porker™,225,jimmy-johns,570,397.5
30,Vegetarian,405,jimmy-johns,750,577.5
31,Vito,359,jimmy-johns,704,531.5
32,Coke,250,jimmy-johns,350,300.0
33,Dasani Water,0,jimmy-johns,0,0.0
34,Diet Coke,0,jimmy-johns,0,0.0
35,Dr Pepper,240,jimmy-johns,340,290.0
36,Sprite,240,jimmy-johns,340,290.0
37,BBQ Jimmy Chips,160,jimmy-johns,160,160.0
38,Chocolate Chunk Cookie,420,jimmy-johns,420,420.0
39,Jalapeno Chips,150,jimmy-johns,150,150.0
40,Pickle,6,jimmy-johns,22,14.0
41,Raisin Oatmeal Cookie,421,jimmy-johns,421,421.0
42,Regular Chips,160,jimmy-johns,160,160.0
43,Sea Salt & Vinegar Chips,140,jimmy-johns,140,140.0
44,Thinny Chips,130,jimmy-johns,130,130.0
0,Extra Crispy Chicken- Breast,510,kfc,510,510.0
1,Extra Crispy Chicken- Drumstick,150,kfc,150,150.0
2,Extra Crispy Chicken- Thigh,340,kfc,340,340.0
3,Extra Crispy Chicken- Whole Wing,190,kfc,190,190.0
4,Grilled Chicken- Breast,220,kfc,220,220.0
5,Grilled Chicken- Drumstick,90,kfc,90,90.0
6,Grilled Chicken- Thigh,170,kfc,170,170.0
7,Grilled Chicken- Whole Wing,80,kfc,80,80.0
8,Kentucky Fried Wings,80,kfc,130,105.0
9,Nashville Hot Chicken & Waffle Sandwich,1010,kfc,1010,1010.0
10,Nashville Hot Crispy Chicken,180,kfc,540,360.0
11,Nashville Hot Extra Crispy Chicken,250,kfc,770,510.0
12,Nashville Hot Grilled Chicken,90,kfc,260,175.0
13,Original Recipe Chicken- Breast,360,kfc,360,360.0
14,Original Recipe Chicken- Drumstick,120,kfc,120,120.0
15,Original Recipe Chicken- Thigh,250,kfc,250,250.0
16,Original Recipe Chicken- Whole Wing,120,kfc,120,120.0
17,Original Recipe Chicken-Breast without skin or breading,160,kfc,160,160.0
18,Spicy Crispy- Breast,420,kfc,420,420.0
19,Spicy Crispy- Drumstick,160,kfc,160,160.0
20,Spicy Crispy- Thigh,360,kfc,360,360.0
21,Spicy Crispy- Whole Wing,170,kfc,170,170.0
22,Apple Turnover,250,kfc,250,250.0
23,Café Valley Bakery Chocolate Chip Cake,300,kfc,300,300.0
24,Café Valley Bakery Lemon Cake,210,kfc,210,210.0
25,Café Valley Bakery® Mini Chocolate Chip Cake,300,kfc,300,300.0
26,Café Valley Bakery® Mini Lemon Cake,300,kfc,300,300.0
27,Cinnabon Dessert Biscuits,290,kfc,290,290.0
28,Oreo Cookies and Crème Pie Slice,290,kfc,290,290.0
29,Reese's Peanut Butter Pie Slice,310,kfc,310,310.0
30,Sweet Life Chocolate Chip Cookie,160,kfc,160,160.0
31,Sweet Life Oatmeal Raisin Cookie,150,kfc,150,150.0
32,Colonel's Buttery Spread,30,kfc,30,30.0
33,Country Fried Steak with Peppered White Gravy,380,kfc,380,380.0
34,Country Fried Steak without Peppered White Gravy,350,kfc,350,350.0
